country,year,temperature_anomaly,co2_emission,sea_level_change,temp_anomaly_z,sea_level_z,co2_growth,co2_growth_norm,risk_score
United States,2000,28.424035188722147,30091.45656836345,412.5133709249693,-1.1931983825523713,1.4409503159151427,0.0,0.4941758241758242,-0.16015638084040984
Vanuatu,2000,18.493590948787638,244.36500142186375,8.17728138601361,-0.18374977657607441,-1.7678135008970763,0.0,0.4941758241758242,-0.29718484121470523
United Arab Emirates,2000,118.9454396177064,0.10513956937250517,2.131240725174984,0.18295012742656067,-1.394055218607605,0.0,0.4941758241758242,-0.03908323275549341
Ukraine,2000,85.21490022674863,192.49760692375952,0.0,-0.1230385020344436,0.0,0.0,0.4941758241758242,0.08673349623552545
Bolivia,2000,33.24615553819648,69.59916588249821,50.12192001021115,-1.3325452801281565,0.9993767918478847,0.0,0.4941758241758242,-0.31814453444175406
Belgium,2000,46.82801299245091,34.223330048978795,293.62540751740437,-0.7542859712819076,-1.7938024357013218,0.0,0.4941758241758242,-0.5876507255284709
Cote d'Ivoire,2000,102.7599153297741,0.19388495277334994,17.286763073190656,0.6366138748374031,0.025707109123393964,0.0,0.4941758241758242,0.4717011064961276
Croatia,2000,78.2889377559358,156.0285993260471,0.0,-0.1947385378142114,0.0,0.0,0.4941758241758242,0.05088347834564155
Sri Lanka,2000,62.61469252068662,18.905128605897843,11.78798664285287,-2.0033177241321662,-0.534101488129011,0.0,0.4941758241758242,-0.9602264124391381
Ecuador,2000,64.17408076924085,15.032220346913325,24.077439726068164,-0.39852365274405294,-1.9942410613643111,0.0,0.4941758241758242,-0.4498572913921415
Egypt,2000,54.057184872004555,189.2235965579705,156.28560284295227,-0.35708830289264043,0.4596000438948489,0.0,0.4941758241758242,0.06162860458539682
Sweden,2000,76.13122276044633,199.0884711939157,0.0,-0.961181783853901,0.0,0.0,0.4941758241758242,-0.3323381446742032
Moldova,2000,76.14027058525862,303.5987398960016,0.0,0.4977371265550795,0.0,0.0,0.4941758241758242,0.397121310530287
Mauritania,2000,108.75980826693348,0.0,0.0,-0.8141008138195965,0.0,0.0,0.4941758241758242,-0.25879765965705104
Mexico,2000,41.16838373189216,1351.401016227271,46.920951898337705,-1.4804272245842929,-1.5612926822186364,0.0,0.4941758241758242,-0.9042194014831264
Singapore,2000,160.25085681256778,0.0,0.0,1.396715094003681,0.0,0.0,0.4941758241758242,0.8466102942545878
Suriname,2000,118.89769596539637,0.0,0.0,-0.17109781433979462,0.0,0.0,0.4941758241758242,0.06270384008284995
Azerbaijan,2000,108.9482196955287,0.0,0.0,-0.618904925107237,0.0,0.0,0.4941758241758242,-0.16119971530087127
Australia,2000,32.743912966237694,3491.430326444861,31.0612381241485,-0.21843413618721313,1.6419171264732053,0.0,0.4941758241758242,0.3674191044537818
Angola,2000,68.3552768415979,65.60195878666579,77.77420753309084,1.0511949174778357,0.35940001746751116,0.0,0.4941758241758242,0.7457302094851673
Greece,2000,61.195416681867044,575.0646731550653,2.1049683442475526,-0.2603211321934052,0.41037564122693077,0.0,0.4941758241758242,0.10016730940143082
Guyana,2000,87.90292851742774,0.0,0.0,-1.9732059174948327,0.0,0.0,0.4941758241758242,-0.838350211494669
Guinea,2000,102.88087948246222,0.4948939953510971,11.532656650866953,0.9523657166356909,-0.3119113138305756,0.0,0.4941758241758242,0.5620533428044776
Honduras,2000,54.67574318287574,55.218579680355155,15.36428296361714,0.3588500411156129,1.165942130161833,0.0,0.4941758241758242,0.5608661938429202
Ghana,2000,29.765554490518774,290.11386495551244,327.7793313420094,1.758301392080557,1.1718135657265651,0.0,0.4941758241758242,1.2617661564383387
Hungary,2000,103.80928351050346,58.90914198873806,0.8320457597241733,0.4131365480508573,-0.9928666877721579,0.0,0.4941758241758242,0.15624768372374434
Islamic Republic of Iran,2000,36.640353703022384,859.0949876738781,80.80159477651542,-1.398349953452184,1.6848931537058736,0.0,0.4941758241758242,-0.21394359873216995
Iraq,2000,65.57850183291625,3.3979123963369293,52.529279437953385,-0.7524344481964095,-0.7583513246339829,0.0,0.4941758241758242,-0.3796347417722541
Indonesia,2000,53.82788661631058,4923.741228810711,112.75993277880727,0.3424526300235571,0.22716564931933184,0.0,0.4941758241758242,0.3649121921283922
Italy,2000,31.473907371772658,1657.6487524949002,146.70824739085074,-0.5314750134984019,-1.319390282700603,0.0,0.4941758241758242,-0.3813628160365743
Ireland,2000,79.7183181245982,280.58353448738933,1.8769396933629874,0.8646649162623856,-0.5268959473923461,0.0,0.4941758241758242,0.47520601590547085
Antigua and Barbuda,2000,100.48922047677515,0.0,0.0,-1.1329701254009867,0.0,0.0,0.4941758241758242,-0.4182323154477461
Albania,2000,58.428768019400884,67.18630310326861,3.7626820491222364,0.055934868075069304,1.4578256066168318,0.0,0.4941758241758242,0.46778530261364826
Algeria,2000,94.42325840700673,85.05283702056451,25.95145572763741,0.9391580782444773,0.48766786293006287,0.0,0.4941758241758242,0.7153653589609985
Austria,2000,44.943479974107966,933.4957729591954,3.7415428234678223,-1.1490199397148777,-0.5387219112868483,0.0,0.4941758241758242,-0.5340016048620613
Argentina,2000,55.19513623714549,448.47078001437006,23.776866786100914,-1.0577568775393162,-0.7128825550947699,0.0,0.4941758241758242,-0.5232022025358648
Bahrain,2000,112.79922246719715,0.0,0.0,-0.5072347194523285,0.0,0.0,0.4941758241758242,-0.10536461247341697
Belarus,2000,116.91720615485202,0.0,0.0,-0.4078618497292647,0.0,0.0,0.4941758241758242,-0.055678177611885094
Barbados,2000,118.1078085713086,0.0,0.0,-0.305653879078599,0.0,0.0,0.4941758241758242,-0.004574192286552231
Bosnia and Herzegovina,2000,70.39920872598617,345.169722318461,0.7261761929801613,1.254821350634509,-1.5166837285456545,0.0,0.4941758241758242,0.4723266768608708
Benin,2000,122.12356660531574,0.0,0.0,-0.05854665664739225,0.0,0.0,0.4941758241758242,0.11897941892905113
Cambodia,2000,50.54602391915878,92.64479645876824,12.188150478673702,-0.76942675697506,-0.9419089411360946,0.0,0.4941758241758242,-0.4248424194620017
Canada,2000,50.920123308921944,2626.970268454038,2.109965226817431,-1.410462921337986,-1.4563134663067785,0.0,0.4941758241758242,-0.8482414066776014
Central African Republic,2000,108.39156621455354,0.0,0.0,-0.8033142104684229,0.0,0.0,0.4941758241758242,-0.2534043579814642
Bulgaria,2000,37.53260857347308,687.5734798975969,8.098513942008903,-0.7092436569863759,1.3531036000255767,0.0,0.4941758241758242,0.06425163876467463
Brazil,2000,62.00827829561703,516.7327181480465,46.67539964262934,-0.969400743083274,1.71636129732917,0.0,0.4941758241758242,0.00682463517694426
Burkina Faso,2000,57.578777588989084,67.43495349425844,7.177021115372223,-0.5417456916290853,-0.696137731672993,0.0,0.4941758241758242,-0.261847644896394
Cameroon,2000,92.1638189637596,4.8585541580467595,4.711168546383432,-0.4404144244194305,0.7511491473978943,0.0,0.4941758241758242,0.07827536452261086
China,2000,46.45553781803139,28529.055700515273,1032.7203069379848,0.8942461586190229,1.0509345187661856,0.0,0.4941758241758242,0.8055627303154959
Chad,2000,115.11236251076431,0.0,0.0,-0.5894358935624426,0.0,0.0,0.4941758241758242,-0.14646519952847406
Chile,2000,29.341098889000452,2901.068716000844,33.75194956230541,0.8043196671439661,-0.8430352858028719,0.0,0.4941758241758242,0.38180552366415593
Colombia,2000,36.390299973096205,299.99076363338685,100.12444928229934,-1.0925054914945853,-0.8358654947941209,0.0,0.4941758241758242,-0.5651730974533695
Denmark,2000,128.95334013756792,47.151453464291784,0.0,1.4223839425656435,0.0,0.0,0.4941758241758242,0.859444718535569
Democratic Republic of Congo,2000,47.282915170799676,34.578676230095944,73.34815283907541,-1.436897909891699,1.1619161881598483,0.0,0.4941758241758242,-0.33781297006113253
Dominican Republic,2000,73.97109554753564,176.61078971648962,1.753242915767218,-0.07416758266955466,-0.8661594921242747,0.0,0.4941758241758242,-0.062062942506885016
Czech Republic,2000,73.26114854501307,82.70264721114992,0.0,-1.4384954504767988,0.0,0.0,0.4941758241758242,-0.5709949779856521
Finland,2000,155.91627546212536,0.0,0.0,0.9618427999536209,0.0,0.0,0.4941758241758242,0.6291741472295577
Estonia,2000,112.3959717086955,0.0,0.0,-0.5980129671018233,0.0,0.0,0.4941758241758242,-0.15075373629816438
Ethiopia,2000,77.7473736035642,1324.157167179954,0.0,1.099616079765629,0.0,0.0,0.4941758241758242,0.6980607871355617
Gabon,2000,104.55265507597908,0.0,0.0,-0.781514419541712,0.0,0.0,0.4941758241758242,-0.24250446251810873
Fiji,2000,60.254430290057925,19.87035059418742,2.319196928394797,0.8879020884458131,-1.1363914482638842,0.0,0.4941758241758242,0.364925501822877
Germany,2000,73.95504353985338,2771.4414589530847,18.27030426016229,0.697109644829512,0.259721818885855,0.0,0.4941758241758242,0.5487519334446743
Eritrea,2000,133.92705076052277,0.0,0.0,0.18389500848490253,0.0,0.0,0.4941758241758242,0.24020025149519852
Georgia,2000,45.65774193140231,41.879134161373244,19.75373797698948,0.26459307737287213,-0.2601757321455223,0.0,0.4941758241758242,0.22851413951007887
France,2000,29.609224235224282,1017.6252159719232,3661.507005485878,-0.40681423217118484,0.6204269784866525,0.0,0.4941758241758242,0.06893102686448535
Guinea-Bissau,2000,65.85589736051986,4.416335735248741,8.562012122098297,1.2240680162588025,1.297137289192441,0.0,0.4941758241758242,1.0197142132206367
Afghanistan,2000,39.66888296229074,30.436548912009254,331.6441756036527,-0.6035088021787934,-0.6449749062095345,0.0,0.4941758241758242,-0.2824966350785564
Iceland,2000,125.64093357595688,5.830885325287565,0.0,1.0515240132331454,0.0,0.0,0.4941758241758242,0.67401475386932
India,2000,15.856754393518944,49316.761229755015,3686.7053163876453,0.6699054021959385,-0.9636289870346819,0.0,0.4941758241758242,0.29047965094378014
Kenya,2000,75.82659192247495,11.648088038274999,201.3431176811374,1.4679278425571054,1.014031198613839,0.0,0.4941758241758242,1.0850229082540679
Lao People’s Democratic Republic,2000,92.8378935320556,28.055704817759338,2.4493120565844184,1.0633244611973027,1.2562255306133492,0.0,0.4941758241758242,0.9311600839740686
Republic of Korea,2000,99.85890805085198,0.0,0.0,-1.0355406505234863,0.0,0.0,0.4941758241758242,-0.3695175780089959
Kazakhstan,2000,96.00417699816082,94.99115297245545,1.5696586947388809,0.23426972223576525,-1.1888137048957994,0.0,0.4941758241758242,0.02762486739147002
Kyrgyz Republic,2000,91.82891185250239,0.3742118970168522,8.02097553072765,0.20833115253835824,0.3930063510661296,0.0,0.4941758241758242,0.33101959373515233
Japan,2000,58.273955613472985,4806.371021994859,120.55094838990442,1.0424920886074578,0.5513762212046399,0.0,0.4941758241758242,0.7797740357974041
Kiribati,2000,95.60997454575774,13.43805869903148,0.0,1.8920868779250573,0.0,0.0,0.4941758241758242,1.0942961862152758
Latvia,2000,119.04228502385334,0.0,0.0,-0.3406858192869035,0.0,0.0,0.4941758241758242,-0.022090162390704493
Lithuania,2000,94.90727211973424,0.0,0.0,-1.1211607018396508,0.0,0.0,0.4941758241758242,-0.4123276036670781
Malawi,2000,14.261293818015064,771.7666735971549,125.8693212895909,0.08773948075450504,0.6427611539964534,0.0,0.4941758241758242,0.32067471842929046
Libya,2000,123.98088229838515,0.0,0.0,-0.017451469469770477,0.0,0.0,0.4941758241758242,0.139527012517862
Madagascar,2000,28.43586367415552,236.40488057730474,99.01226965780191,1.0311052755305727,-1.2407756202172353,0.0,0.4941758241758242,0.41565026097458657
Malaysia,2000,97.34645161918866,0.3031367309279815,2.3814517235356534,-0.6027328516003507,0.9835213766199579,0.0,0.4941758241758242,0.04359059677656349
Liberia,2000,90.62125784824272,3.685845769831608,1.174225163686872,0.15897773428181478,0.8693962436531099,0.0,0.4941758241758242,0.40162086312427664
Malta,2000,125.28624834990151,0.0,0.0,-0.09360999046535796,0.0,0.0,0.4941758241758242,0.10144775202006828
Mali,2000,81.23822855867876,0.15553893026529958,4.34655173352457,-1.3500072746373748,-0.7220518742253347,0.0,0.4941758241758242,-0.671161264911007
Netherlands,2000,118.73020277408959,143.1035023186453,2.335733860748682,0.9866825161405031,0.8505635499230865,0.0,0.4941758241758242,0.8117067153076161
Nigeria,2000,56.0749886007588,138.4403102702774,93.74176241205546,-1.711783552002702,1.063426668526013,0.0,0.4941758241758242,-0.49495369504340114
Morocco,2000,100.9892635967942,0.029324749082327205,1.1508924166516687,-0.6406849733580247,0.9052445819853975,0.0,0.4941758241758242,0.008959176970814442
Nicaragua,2000,29.410053327562842,106.03621130979272,15.424796397466373,-1.259188207535621,1.4888928433419804,0.0,0.4941758241758242,-0.18356278784666719
Niger,2000,69.9230936820949,2.1853293523829143,25.192940977225188,-0.3738863259879569,1.479755832937778,0.0,0.4941758241758242,0.2572607508463244
New Zealand,2000,70.19130102173956,235.47702613528395,1.1192944183858715,-0.05908177346186187,0.7127094651541885,0.0,0.4941758241758242,0.261253753552654
Poland,2000,62.00256860179824,323.290151257924,23.39975119459243,-0.21920621576173582,0.20920805072042367,0.0,0.4941758241758242,0.08049124951596409
Norway,2000,65.50902169388849,142.45935911948595,3.024365965917007,0.04770802669308924,-1.8955227966134955,0.0,0.4941758241758242,-0.2069977987234073
Papua New Guinea,2000,38.99245068862905,117.14058586328235,16.870921689432564,-0.009999686621355102,0.8449669800070768,0.0,0.4941758241758242,0.3122462999434851
Portugal,2000,90.40139580014235,6.321457787524491,1.471925643892635,-0.8367442372882264,-1.6158621807598605,0.0,0.4941758241758242,-0.5932918075433381
Peru,2000,35.83040205372033,472.3760677801835,56.78933988196818,-1.051012524960332,1.4692335825750114,0.0,0.4941758241758242,-0.08340679871241641
Pakistan,2000,25.561098221197476,910.3072353360831,1467.7819464993793,-0.22117478449184208,-0.7630233253910175,0.0,0.4941758241758242,-0.11493931007137728
Panama,2000,80.72919205285251,4.0880975493911915,0.8247542536950633,-1.4231411801892286,-0.9865430398347323,0.0,0.4941758241758242,-0.7606264508088135
Paraguay,2000,34.838497027992005,246.9363298543414,4.620107890077284,-1.3446141031921832,-1.6581457292166244,0.0,0.4941758241758242,-0.8556834501866692
Republic of Congo,2000,108.706060630714,0.17758337866298676,2.0977475186035783,0.2248346214254391,0.38169228287453516,0.0,0.4941758241758242,0.33700851454037384
Republic of Yemen,2000,33.43928329272163,232.03950260752134,37.35912974345375,-1.4023550784386087,0.7958955662272761,0.0,0.4941758241758242,-0.3937456787211019
Senegal,2000,111.23464872292097,6.499446231414232,0.0,0.3105849580517942,0.0,0.0,0.4941758241758242,0.30354522627864433
Russia,2000,59.712134322190764,841.6527101377295,115.90967218703092,-0.0769160243674013,0.2292181548157717,0.0,0.4941758241758242,0.15563836603220094
Bhutan,2000,86.2980012668382,0.31992145611261535,5.936322818273691,1.102850630018835,0.8399925088624703,0.0,0.4941758241758242,0.8676765640346589
Uzbekistan,2000,141.96069469402573,0.0,0.0,0.5221323581199553,0.0,0.0,0.4941758241758242,0.40931892631272493
Zambia,2000,92.28069340260366,27.413835449720022,0.0,-0.47435282003248824,0.0,0.0,0.4941758241758242,-0.08892366276349686
Zimbabwe,2000,34.3301977637556,265.1275550175599,34.1521203324642,1.283008783981411,1.060419804148169,0.0,0.4941758241758242,1.0018411000730867
Armenia,2000,119.31837795309578,16.313159149914426,0.0,1.4688198603954994,0.0,0.0,0.4941758241758242,0.882662677450497
Botswana,2000,57.07068394870728,205.00609237147182,0.0,-1.1095638627068352,0.0,0.0,0.4941758241758242,-0.4065291841006703
Bangladesh,2000,48.91139551383879,632.4331444576393,162.5483001061774,-0.22872278132719348,-0.5251220222701986,0.0,0.4941758241758242,-0.07113304786488919
Belize,2000,89.08762498981743,0.0,0.0,-1.6929444239572111,0.0,0.0,0.4941758241758242,-0.6982194647258583
Cape Verde,2000,60.253339832666065,6.722874508202431,2.056334428078565,1.2068567344122365,-0.02442994859449693,0.0,0.4941758241758242,0.7467951247399661
Brunei Darussalam,2000,92.3989219048002,0.0,0.0,-1.5576286919864215,0.0,0.0,0.4941758241758242,-0.6305615987404635
Burundi,2000,42.376376135808364,33.54471563816399,54.99252679348983,1.8130208360391298,0.8718079320364587,0.0,0.4941758241758242,1.229124751679604
Comoros,2000,137.802227475206,0.0,0.0,0.6903205786659019,0.0,0.0,0.4941758241758242,0.49341303658569824
Cyprus,2000,112.63710432395146,0.0,0.0,-0.4367735540386701,0.0,0.0,0.4941758241758242,-0.07013402976658778
Dominica,2000,9.27990863366508,648.0065436238524,30.47047452668268,-1.6280666858810642,-0.40634107692783694,0.0,0.4941758241758242,-0.7470488110733522
Saint Vincent and the Grenadines,2000,107.52522501373006,0.0,0.0,-0.5512162893577727,0.0,0.0,0.4941758241758242,-0.12735539742613908
Taiwan,2000,53.7358591202341,1476.617927524436,12.498238311879332,-0.13430948467901443,0.6509339776452308,0.0,0.4941758241758242,0.2112848004422862
Costa Rica,2000,92.34467947566378,58.57117886769603,2.0237186518425423,1.0460698487712077,-0.2010813530895451,0.0,0.4941758241758242,0.6310714010204421
St. Lucia,2000,116.44752807499945,0.0,0.0,-0.3552618156290635,0.0,0.0,0.4941758241758242,-0.029378160561784494
Switzerland,2000,74.52026796028986,97.90128503387443,2.1915641394448375,-0.8655798631521856,-1.9795707075989344,0.0,0.4941758241758242,-0.6804513258431324
Sudan,2000,66.53535617652255,10.818526600849866,54.42394362569295,-0.29684643251870235,1.5128235289789715,0.0,0.4941758241758242,0.3023942367891904
Djibouti,2000,144.36536829582087,0.0,0.0,1.3207111237211635,0.0,0.0,0.4941758241758242,0.808608309113329
Jamaica,2000,155.2519412882195,0.0,0.0,1.3033550784074595,0.0,0.0,0.4941758241758242,0.799930286456477
Democratic Republic of Timor-Leste,2000,100.70321335179864,0.0,0.0,-1.2826914213804854,0.0,0.0,0.4941758241758242,-0.4930929634374954
Luxembourg,2000,99.24569409868663,0.0,0.0,-0.9688565089777799,0.0,0.0,0.4941758241758242,-0.33617550723614265
El Salvador,2000,43.88496790601753,207.36659933640337,4.530813957390311,-0.9433014050448782,-1.2813062090965024,0.0,0.4941758241758242,-0.5796591970889924
St. Kitts and Nevis,2000,141.47625898677802,0.0,0.0,0.7576130440166507,0.0,0.0,0.4941758241758242,0.5270592692610726
Tajikistan,2000,45.64001710177538,297.03578537155283,7.425507441898791,1.1596898048374822,-1.4994816389393872,0.0,0.4941758241758242,0.42820132188361093
Former Yugoslav Republic of Macedonia,2000,30.62094885369077,257.14240779344607,4.632917603180055,-0.6233788590451853,-1.3953056107730766,0.0,0.4941758241758242,-0.44249780442446074
Grenada,2000,129.3865594598964,0.0,0.0,0.18268876879414914,0.0,0.0,0.4941758241758242,0.23959713164982183
Haiti,2000,53.951806270651225,60.172205479488134,11.339492760596015,0.19248433894004535,-0.22559689664156427,0.0,0.4941758241758242,0.19937553739445707
Guatemala,2000,46.049221341346296,47.18272385212938,203.62185957024317,0.3866144125706503,-1.739643836183477,0.0,0.4941758241758242,-0.006368813698622966
Israel,2000,92.01784174764543,77.42199950930969,0.9062250758167264,-0.16924516265585693,-0.43986975884338086,0.0,0.4941758241758242,-0.02434378584385738
Jordan,2000,123.35119492636403,2.729547335130103,2.265452151345789,1.0063290550559691,0.7106882211494264,0.0,0.4941758241758242,0.7935549190106171
Tuvalu,2000,91.40518261028222,9.616833238623036,0.0,1.3718726945466742,0.0,0.0,0.4941758241758242,0.8341890945260844
Kuwait,2000,148.01826499219735,0.0,0.0,1.1242239868891482,0.0,0.0,0.4941758241758242,0.7103647406973214
Micronesia,2000,32.00764549588902,30.37591633020046,9.283515917108026,0.5204935902487522,-0.10899968609129437,0.0,0.4941758241758242,0.3866996051588645
Kosovo,2000,135.49828412534853,0.0,0.0,0.424866322204761,0.0,0.0,0.4941758241758242,0.36068590835512776
Mauritius,2000,111.64689732888687,0.0,0.0,-0.4287800971409641,0.0,0.0,0.4941758241758242,-0.06613730131773479
Mongolia,2000,52.29951806738512,238.13878505638016,0.9865463153698797,-0.8485852316102231,-0.16811219636826813,0.0,0.4941758241758242,-0.3096623078260179
Nepal,2000,55.263934282282655,20.304046428345544,168.15808875075132,0.5404309396104529,-0.7057552255791167,0.0,0.4941758241758242,0.27731717194215033
Namibia,2000,94.34313662671696,48.198914334481,0.0,0.6378450716144418,0.0,0.0,0.4941758241758242,0.46717528305996814
Mozambique,2000,10.542033008007474,546.9150644616698,251.05525082705032,-1.1417658803694561,-1.4428621125257441,0.0,0.4941758241758242,-0.7112026154371296
Myanmar,2000,17.332023765968213,1185.4488641427524,170.3147980605019,-0.9659555470605234,-0.33733942861746835,0.0,0.4941758241758242,-0.4021929120010081
Philippines,2000,28.70243264650212,2055.559517401922,204.00709767920904,-0.2105863732486624,0.17499375730333075,0.0,0.4941758241758242,0.07795831208908222
Oman,2000,41.87937023989578,724.5097777428289,14.546815892037472,1.3215861794281063,0.7910673018649446,0.0,0.4941758241758242,0.9672592973397893
Lesotho,2000,135.1513693845241,0.0,0.0,0.6526934861036339,0.0,0.0,0.4941758241758242,0.47459949030456416
Lebanon,2000,81.48842275059644,7.848052250674766,12.289255674777028,0.6629453901011007,-0.9171989850439577,0.0,0.4941758241758242,0.2962856452945061
Marshall Islands,2000,95.82045917622494,0.0,0.0,-1.1831885436791616,0.0,0.0,0.4941758241758242,-0.4433415245868335
Montenegro,2000,87.47581852779228,0.0,0.0,-1.7224348640899834,0.0,0.0,0.4941758241758242,-0.7129646847922444
Rwanda,2000,107.833663974188,0.02555631692573833,12.324900628361755,0.684158364099078,1.452085591627271,0.0,0.4941758241758242,0.7807490476277406
Qatar,2000,123.24708247740344,15.996248323368881,0.0,0.8119123856518271,0.0,0.0,0.4941758241758242,0.5542089400786608
Puerto Rico,2000,94.18967121783494,45.861440666519314,0.0,-0.39993478940753496,0.0,0.0,0.4941758241758242,-0.051714647451020224
Samoa,2000,103.4941264423848,0.0,0.0,-1.0526827567904586,0.0,0.0,0.4941758241758242,-0.37808863114248203
Seychelles,2000,141.15789867113625,0.0,0.0,0.890391371142004,0.0,0.0,0.4941758241758242,0.5934484328237493
Gambia,2000,154.65653148527392,0.0,0.0,1.221764726203479,0.0,0.0,0.4941758241758242,0.7591351103544868
Togo,2000,142.09536149010557,0.1336570439546019,0.8476385408054739,1.5884931762091579,-1.6264694855556814,0.0,0.4941758241758242,0.6172054382461899
Trinidad and Tobago,2000,108.4787689326444,0.0,0.0,-0.6248723052104902,0.0,0.0,0.4941758241758242,-0.16418340535249784
Tonga,2000,99.41310542059725,0.0,0.0,-1.1157136199716207,0.0,0.0,0.4941758241758242,-0.40960406273306305
Saudi Arabia,2001,90.22207793887341,1.4744886834937947,131.33776377020413,1.77157180568407,-0.2027193897551231,0.33457945536225897,0.9351648351648352,1.125791475440461
Romania,2001,60.96711421365631,2825.387316398618,0.8187596865973131,-0.18678701245435184,-1.0424627134519635,-0.18820760868549435,0.1254945054945055,-0.264237697269217
Spain,2001,81.57019312823105,664.7988595642943,15.636398271519477,1.120714242458518,-1.3743767383848022,-0.03779796604777941,0.2936263736263736,0.3735696856402106
Slovenia,2001,135.79161643675826,0.0,0.0,0.37148002876502667,0.0,0.0,0.4941758241758242,0.3339927616352606
South Sudan,2001,129.43426941443897,0.4276169549638694,0.0,0.6870281433414317,0.0,-0.06681720717319595,0.2518681318681319,0.4190745112311554
Sierra Leone,2001,107.45149010421115,0.09996275404739645,7.963129755857869,0.9837073082569154,-1.0291945274132048,0.1203426319048233,0.7863736263736264,0.5219268365579047
South Africa,2001,58.76022960349536,3391.8827427667597,16.413303599627632,1.510395692034837,-0.8426219375861235,-0.056751599549915266,0.2683516483516484,0.6671789530056882
Serbia,2001,63.828323277409886,216.88281004902763,0.0,-1.2439420310087856,0.0,-0.1442663326839304,0.17186813186813188,-0.5704105759439533
Slovak Republic,2001,115.3789202851476,8.990912615187918,0.9125367439458245,0.6167488739786167,-0.37704381788755054,0.3312517665798964,0.9334065934065934,0.5129876514337762
Solomon Islands,2001,74.99374020109421,0.4626546855986976,1.1131512390891158,-0.22328062821642689,0.6635235575607666,-0.12453220668055232,0.19054945054945055,0.07822923256877504
Swaziland,2001,108.23877493990153,2.10805959426276,0.0,0.16218144245379962,0.0,0.2398442087594126,0.8865934065934066,0.34706874320492176
Turkey,2001,124.60571589654676,2.8199379244367493,13.80494276807466,1.0898884318146826,0.3576288272283153,0.15828610324251846,0.8213186813186814,0.8628655857486087
Tanzania,2001,67.0427296080268,13.664183428260676,66.82608337999929,-0.06924318156222262,-0.8162913661215283,-0.007621217152236293,0.3345054945054945,-0.09752821565376862
Tunisia,2001,123.42146425035378,0.0,0.0,-0.00612073163589514,0.0,0.0,0.4941758241758242,0.14519238143479968
Thailand,2001,46.81813692469428,2235.6423838241926,9.35678530636746,-1.204720688015034,-1.043607355021731,-0.33600245535405915,0.015384615384615385,-0.8064664303964787
